story_id,title,description,story_points,business_value,risk_score,required_skill,sprint_id,sprint_completed,depends_on,status
XD-3706,"""Counter sink does not accept SpEL expressions""","""""""As a user, I'm trying to use {{counter}} sink with {SpEL}} expression, but I'm not able to use them in combination. It [throws|https://github.com/spring-cloud/spring-cloud-stream-modules/blob/master/counter-sink/src/main/java/org/springframework/cloud/stream/module/metrics/CounterSinkProperties.java#L77] {{exactly one of 'name' and 'nameExpression' must be set}} as error message.  """"""",1,5.60,0.44,Backend,BACKLOG-XD-2015,1,,done
XD-3705,"""Bump Boot and spring-cloud-build Versions""","""""""As a developer, I'd like to upgrade Boot and Spring Cloud Build revisions, so I can leverage the latest updates.""""""",5,5.90,0.27,DevOps,6,1,,done
XD-3704,"""Gemfire modules fail to deploy when SSL enabled""","""""""See the attatched log (xd.out) showing : {{ Caused by: java.lang.IllegalStateException: A connection to a distributed system already exists in this VM.  It has the following configuration:   ack-severe-alert-threshold=""""""""0""""""""   ack-wait-threshold=""""""""15""""""""   archive-disk-space-limit=""""""""0""""""""   archive-file-size-limit=""""""""0""""""""   async-distribution-timeout=""""""""0""""""""   async-max-queue-size=""""""""8""""""""   async-queue-timeout=""""""""60000""""""""   bind-address=""""""""""""""""   cache-xml-file=""""""""cache.xml""""""""   cluster-ssl-ciphers=""""""""any""""""""   cluster-ssl-enabled=""""""""true""""""""   cluster-ssl-keystore=""""""""/Users/<USER>trusted.keystore""""""""   cluster-ssl-keystore-password=""""""""password""""""""   cluster-ssl-keystore-type=""""""""jks""""""""   cluster-ssl-protocols=""""""""any""""""""   cluster-ssl-require-authentication=""""""""true""""""""   cluster-ssl-truststore=""""""""/Users/<USER>trusted.keystore""""""""   cluster-ssl-truststore-password=""""""""password"""""""" ... }}  Steps to reproduce:  Refer to: http://gemfire.docs.pivotal.io/latest/managing/security/ssl_example.html  1) Install the the attached keystore 2) Install attached gemfire.properties in $XD_INSTALL/xd/config 3) Install a copy of gemfire.properties in the server path,  e.g., if using the gemfire server app installed with the distribution,  $XD_INSTALL/gemfire,  and run bin/gemfire 4) Start the gemfire server 5) Start xd singlenode 6) Start the shell and deploy a stream using a gemfire module (this was reported with gemfire-json-server sink, but in theory it will affect any since it occurs during client cache creation).   Note: I verified this SSL configuration works with a simple SDG client against the XD server. (Use SDG 1.6.2, and gemfire 8.0.0).  Also, the gemfire-json-server example in the XD reference works as expected without the SSL configuration.   This may to be related to the module using a its own class loader. `java.lang.IllegalStateException: A connection to a distributed system already exists in this VM` happens because there are 2 instances o",8,5.20,0.51,Backend,BACKLOG-XD-2015,0,,in_progress
XD-3703,"""Add SSL and attachments to mail sink""","""""""Add SSL and attachments to Mail sink module. see XD-2076 & XD-2498.  """"""",3,4.70,0.24,Backend,BACKLOG-XD-2015,0,,backlog
XD-3702,"""Support partitioning for Kafka even if count == 1""","""""""As a developer, I want to be able to set a partitioning key for the Kafka bus even when there is a single downstream module, so that I can take advantage of the native Kafka partitioning and message ordering support.""""""",3,5.95,0.37,Backend,5,1,,done
XD-3701,"""Improve Shell Connection Diagnostics""","""""""When a problem occurs connecting to admin, we just get {{Unable to contact Data Flow Admin}} even if the connection is successful and some problem occurs when interpreting the result.  The exception is eaten.  Log an error including the exception.  Currently investigating an NPE in DataFlowTemplate @ line 77.""""""",1,5.50,0.34,Backend,6,1,,done
XD-3700,"""Stream deployment validation""","""""""In our system we have built quite a few custom modules. It is currently possible for the end user to mess up the configuration of these custom modules when creating multiple streams. They can create conflicting configuration in multiple streams. The conflicting config is nothing to do with spring-xd itself, it is related to our data flow and business process.  It would be nice to have some sort of StreamDeployValidator that I could implement and write my custom validation code. If this decides that the stream definition is not valid (according to my rules) then it could stop the deployment of a stream. The validator would need to be aware of the other streams somehow.  """"""",13,4.70,0.24,DevOps,BACKLOG-XD-2015,0,,backlog
XD-3699,"""Remove hardcoded buildpack commit reference""","""""""As a developer, I'd like to remove the hardcoded buildpack reference since the latest 1.6.2 ER release includes all the features required by Data Flow. """"""",1,5.00,0.28,DevOps,6,1,,done
XD-3698,"""Execution list page includes child jobs in pagination scope""","""""""As a user, I created a composed job with over 10 child jobs in the workflow; I expected to see 'a' job in the execution list page without any pagination, but instead I noticed empty pagination to skip to next page.""""""",1,5.75,0.47,Frontend,6,1,,done
XD-3697,"""Output modules cannot use minPartitionCount when sending to named channels""","""""""If the output module is connected to a named channel, cannot be set up the property minPartitionCount, it is giving an exception.  Streams: stream create f --definition """"""""queue:foo > transform --expression=payload+'-foo' | log""""""""  stream create b --definition """"""""queue:bar > transform --expression=payload+'-bar' | log"""""""" stream deploy --name f --properties """"""""module.transform.count=2"""""""" stream deploy --name b --properties """"""""module.transform.count=2""""""""  stream create r --definition """"""""time | router --expression=payload.contains('10')?'queue:foo':'queue:bar'"""""""" stream deploy --name r --properties """"""""module.router.producer.minPartitionCount=20""""""""  The error is: Caused by: java.lang.IllegalArgumentException: KafkaMessageBus does not support producer property: minPartitionCount for queue:bar. at org.springframework.xd.dirt.integration.bus.MessageBusSupport.validateProperties(MessageBusSupport.java:781) ~[spring-xd-messagebus-spi-1.2.1.RELEASE.jar:1.2.1.RELEASE]""""""",1,6.00,0.60,Backend,5,1,,done
XD-3696,"""Upgrade to SI 4.2.2.GA""","""""""As a developer, I'd like to upgrade to SI 4.2.2.GA release, so I can leverage the latest improvements.""""""",1,5.95,0.43,DevOps,5,1,,done
XD-3695,"""Upgrade to SHDP 2.2.1.GA""","""""""As a developer, I'd like to upgrade to 2.2.1 GA release, so I can leverage the latest improvements without breaking backwards compatibility. SHDP 2.3.0 uses Boot 1.3 and HDP and CDH versions that drop older Hive support. To avoid breaking changes we should instead use SHDP 2.2.1 that has backported any improvements that we need as well as move Spring and Hadoop versions to more recent ones.""""""",1,5.95,0.42,DevOps,6,1,,done
XD-3694,"""Remove unnecessary SI EvalCtx injection in modules""","""""""With the inclusion of https://github.com/spring-cloud/spring-cloud-stream/commit/80b1d28be1c8b9a23099b145fe2dcf472bfa9697, any module that explicitly injected/looked up the SI EC don't need to do so anymore.  This issue is about simplifying those""""""",1,5.20,0.27,Backend,BACKLOG-XD-2015,0,,backlog
XD-3693,"""Add Timestamp to XD Message History""","""""""I don't recall why [this commit | https://github.com/garyrussell/spring-xd/commit/ba15a1390f7e448dbc723ee76a45c2e239e0994e] was not applied to master but having the timestamp for each step in the history will be useful.  See [this github issue | https://github.com/spring-projects/spring-xd-modules/issues/24#issuecomment-154436643]. """"""",1,5.95,0.31,Backend,6,1,,done
XD-3692,"""Optimize YARN deployer""","""""""As a developer, I'd like to optimize YARN deployer, so I can deploy stream and the modules part of the definition rapidly.""""""",5,5.85,0.43,DevOps,5,1,,done
XD-3691,"""Ensure Job definitions are escaped in UI""","""""""If using the definition <aaa || bbb> where the definition starts with a """"""""<"""""""" and ends with a """""""">"""""""" the definition for the composed job does not appear on the definition page.""""""",2,6.30,0.53,Backend,5,1,,done
XD-3690,"""Improve """"Server Configuration - Database Configuration"""" section""","""""""Make it more clear what drivers need to be copied where. See - https://github.com/spring-projects/spring-xd/issues/1653""""""",1,6.05,0.43,Backend,5,1,,done
XD-3689,"""Update default configs to support Composed Jobs""","""""""Users want the ability to use Composed Jobs (specifically parallel Jobs) without having to update the configurations for the hsqldb and the Isolation Level for spring batch.  These should be set by default. """"""",3,6.25,0.29,Backend,6,1,,done
XD-3688,"""Rabbit Binder Cleaner REST API""","""""""As a developer, I'd like to be able to clean Rabbit binder broker artifacts using the REST API.  When the Rabbit Bus was ported from XD, the bus cleaner was ported as {{RabbitBindingCleaner}} but the REST API to invoke it was not ported over.""""""",2,5.50,0.27,Backend,BACKLOG-XD-2015,0,,backlog
XD-3687,"""Update Docs to add configs changes for Composed jobs""","""""""Need to add the following instructions to setup the configurations for the Batch Repo to Composed Job Docs to support parallel jobs: 1) uncomment and change the following from  : ```spring:   batch: # Configure other Spring Batch repository values.  Most are typically not needed     isolationLevel: ISOLATION_SERIALIZATION ``` to ```spring:   batch: # Configure other Spring Batch repository values.  Most are typically not needed     isolationLevel: ISOLATION_READ_COMMITTED ```   And update the hsqldb datasource to: spring:   datasource:     url: jdbc:hsqldb:hsql://${hsql.server.host:localhost}:${hsql.server.port:9101}/${hsql.server.dbname:xdjob};sql.enforce_strict_size=true;hsqldb.tx=mvcc""""""",1,5.15,0.29,Backend,6,1,,done
XD-3686,"""log4j/log4j-over-slf4j logging issue""","""""""I got below error when executing modules on yarn and it was written in appmaster stderr output.   `LoggingEvent` is found from both `log4j-over-slf4j-1.7.12.jar` and `log4j-1.2.17.jar`. I suppose it depends on which one is used first to load this class.  Here's what we have in admin and appmaster jar files(spring-cloud-dataflow-yarn-build-tests is my local new sub-project to run tests on a hadoop minicluster):     Error went away when I removed `log4j-over-slf4j-1.7.12.jar` from maven deps for yarn appmaster jar. I suppose we have same issue with admin server. """"""",1,5.61,0.30,DevOps,BACKLOG-XD-2015,1,,done
